Name,Job History,Core Skills,Certifications,Education,Languages,Project History,Leadership Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Cognitive Style,Conflict Resolution Style,Work Environment Preference,Team Role Tendency,Risk Tolerance,Preferred Industry,Geographic Preference,Ideal Team Size,Career Aspiration,Work-Life Balance Preference,Matched Role
Stacy Bender,Business Analyst (1 yrs); Project Manager (3 yrs),"Time Management, Java, Critical Thinking, SQL","CompTIA Security+, Certified ScrumMaster (CSM)","MBA, University of Texas","Japanese, German",Security Analyst project: Outcome - Whiteboard b2b bandwidth; Data Scientist project: Outcome - Implement best-of-breed supply-chains,Yes,2.3,1.5,4.6,4.7,2.2,Logical,Collaborative,Structured,Completer-Finisher,High,Finance,On-site,Large (16+),Innovation,Low,Data Analyst
Katherine Hanson,Software Engineer (5 yrs); Software Engineer (5 yrs),"Critical Thinking, Time Management, Java, Team Leadership","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","MSc Data Science, Stanford University","Spanish, Mandarin",Software Engineer project: Outcome - Engage bleeding-edge content; Data Scientist project: Outcome - Repurpose dot-com convergence,Yes,1.9,2.7,2.4,2.3,5.0,Creative,Competitive,Balanced,Shaper,Low,Technology,On-site,Small (1-5),Leadership,Moderate,QA Engineer
Jesse Kelly,Software Engineer (1 yrs); Security Analyst (1 yrs),"Docker, Java, AWS, SQL","PMP, Certified ScrumMaster (CSM)","BA Business Administration, MIT","Spanish, Mandarin",Security Analyst project: Outcome - Empower extensible channels; Security Analyst project: Outcome - Target viral initiatives,Yes,1.8,4.2,1.2,4.4,4.4,Logical,Competitive,Flexible,Implementer,Medium,Technology,Remote,Small (1-5),Innovation,High,QA Engineer
Bryce Ibarra,Data Scientist (5 yrs); Project Manager (2 yrs),"Communication, Critical Thinking, Python, Java","Cisco CCNA, CompTIA Security+","BEng Software Engineering, University of Texas","Spanish, Mandarin",Cloud Architect project: Outcome - Empower visionary relationships; Data Scientist project: Outcome - E-enable seamless methodologies,No,3.3,4.8,2.2,3.6,1.1,Analytical,Competitive,Flexible,Completer-Finisher,Medium,Finance,Remote,Small (1-5),Leadership,Moderate,Systems Architect
Karen Hernandez,DevOps Engineer (2 yrs); Project Manager (1 yrs),"Communication, Problem Solving, AWS, Time Management","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BSc Computer Science, Stanford University","English, German",Business Analyst project: Outcome - Scale intuitive vortals; Project Manager project: Outcome - Matrix vertical convergence,Yes,1.3,4.3,1.5,2.3,2.4,Intuitive,Avoidant,Structured,Implementer,High,Healthcare,Hybrid,Large (16+),Leadership,High,Backend Developer
Sandra Jones,Network Administrator (4 yrs); Cloud Architect (4 yrs),"Java, Team Leadership, AWS, Time Management","Cisco CCNA, PMP","BSc Computer Science, University of California","French, Japanese",Project Manager project: Outcome - Re-intermediate real-time users; DevOps Engineer project: Outcome - Mesh open-source partnerships,Yes,3.7,3.3,2.0,3.7,3.9,Creative,Avoidant,Flexible,Shaper,High,Retail,On-site,Medium (6-15),Management,Moderate,Backend Developer
Jessica Green,Security Analyst (5 yrs); DevOps Engineer (3 yrs),"SQL, Time Management, Communication, Docker","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","BSc Information Systems, University of Texas","Japanese, French",Business Analyst project: Outcome - Benchmark 24/7 technologies; Software Engineer project: Outcome - Expedite revolutionary niches,No,1.7,4.1,3.1,4.0,4.1,Creative,Competitive,Flexible,Coordinator,Low,Finance,On-site,Small (1-5),Innovation,Moderate,IT Support Specialist
Kevin Carter,Cloud Architect (2 yrs); Project Manager (2 yrs),"Critical Thinking, Java, Docker, Python","PMP, CompTIA Security+","BA Business Administration, MIT","German, Mandarin",Data Scientist project: Outcome - Enhance frictionless users; Data Scientist project: Outcome - Innovate killer functionalities,Yes,2.8,4.2,4.8,1.7,4.0,Creative,Compromising,Structured,Completer-Finisher,High,Healthcare,Hybrid,Medium (6-15),Management,High,Product Owner
Robert Cooke,Business Analyst (2 yrs); Project Manager (5 yrs),"Time Management, Communication, Team Leadership, AWS","Certified ScrumMaster (CSM), CompTIA Security+","BA Business Administration, University of California","Mandarin, English",DevOps Engineer project: Outcome - Incubate clicks-and-mortar communities; Security Analyst project: Outcome - Monetize killer architectures,No,3.2,1.4,1.8,2.2,1.6,Logical,Competitive,Flexible,Implementer,Medium,Finance,On-site,Small (1-5),Technical Expert,Moderate,IT Support Specialist
Jennifer Schwartz,Business Analyst (5 yrs); Data Scientist (4 yrs),"Java, SQL, Team Leadership, Critical Thinking","AWS Certified Solutions Architect, Cisco CCNA","MSc Data Science, University of Texas","German, English",Project Manager project: Outcome - Optimize user-centric supply-chains; Cloud Architect project: Outcome - Leverage clicks-and-mortar e-markets,No,1.1,4.4,2.1,3.8,1.7,Creative,Compromising,Structured,Completer-Finisher,Low,Education,On-site,Medium (6-15),Leadership,Moderate,Security Engineer
James Page,Project Manager (2 yrs); Project Manager (1 yrs),"Python, Team Leadership, SQL, Java","PMP, Certified Information Systems Security Professional (CISSP)","BEng Software Engineering, MIT","Spanish, Mandarin",Security Analyst project: Outcome - Engage open-source models; Software Engineer project: Outcome - Streamline strategic experiences,Yes,4.7,3.5,3.7,2.3,3.5,Creative,Avoidant,Structured,Resource Investigator,Low,Finance,Remote,Small (1-5),Leadership,High,Data Analyst
Alice Phillips,Security Analyst (5 yrs); DevOps Engineer (2 yrs),"SQL, Python, Team Leadership, AWS","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BA Business Administration, University of Florida","Japanese, French",Business Analyst project: Outcome - Brand sticky users; Data Scientist project: Outcome - Aggregate back-end portals,No,3.9,1.8,3.1,4.3,4.3,Intuitive,Avoidant,Balanced,Completer-Finisher,Medium,Technology,On-site,Medium (6-15),Management,Moderate,QA Engineer
Kristin May,Business Analyst (4 yrs); Business Analyst (5 yrs),"Docker, SQL, Python, Time Management","PMP, CompTIA Security+","BA Business Administration, Stanford University","German, Spanish",Security Analyst project: Outcome - Grow dot-com content; Data Scientist project: Outcome - Unleash real-time synergies,Yes,2.4,3.4,4.3,1.8,1.4,Analytical,Compromising,Structured,Coordinator,High,Technology,Hybrid,Medium (6-15),Management,Moderate,Systems Architect
Mr. Kevin Anderson DDS,Network Administrator (5 yrs); Security Analyst (5 yrs),"AWS, Java, Team Leadership, SQL","PMP, Certified ScrumMaster (CSM)","BSc Information Systems, University of Florida","German, Japanese",Security Analyst project: Outcome - Re-intermediate interactive roi; Business Analyst project: Outcome - Facilitate innovative web services,No,1.3,1.3,3.7,1.2,3.4,Creative,Collaborative,Structured,Shaper,High,Education,Hybrid,Large (16+),Management,Moderate,IT Support Specialist
Troy Murphy,DevOps Engineer (3 yrs); Business Analyst (1 yrs),"Team Leadership, Critical Thinking, Java, Python","Certified ScrumMaster (CSM), PMP","MSc Data Science, University of Texas","Japanese, Spanish",Network Administrator project: Outcome - Revolutionize one-to-one channels; Data Scientist project: Outcome - Benchmark collaborative e-commerce,Yes,4.5,1.2,3.6,3.0,4.5,Logical,Competitive,Balanced,Implementer,Medium,Finance,On-site,Small (1-5),Technical Expert,High,IT Support Specialist
Danielle Taylor,Security Analyst (3 yrs); Network Administrator (5 yrs),"AWS, Communication, Time Management, Critical Thinking","Cisco CCNA, CompTIA Security+","BSc Computer Science, Stanford University","English, Spanish",Data Scientist project: Outcome - Re-contextualize end-to-end relationships; DevOps Engineer project: Outcome - Incentivize bleeding-edge functionalities,Yes,4.2,3.0,3.2,2.5,2.9,Analytical,Compromising,Balanced,Implementer,Low,Finance,Remote,Large (16+),Innovation,High,DevOps Specialist
Sarah Garcia,DevOps Engineer (2 yrs); Project Manager (2 yrs),"Java, Team Leadership, Time Management, AWS","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","BSc Computer Science, University of Texas","Japanese, French",Cloud Architect project: Outcome - Drive synergistic systems; Project Manager project: Outcome - Disintermediate robust markets,No,2.5,2.0,2.5,2.2,1.8,Logical,Avoidant,Structured,Implementer,Low,Finance,On-site,Large (16+),Innovation,Moderate,IT Support Specialist
Catherine Edwards,Business Analyst (3 yrs); Security Analyst (1 yrs),"Python, Problem Solving, Java, Critical Thinking","Cisco CCNA, PMP","BSc Computer Science, MIT","German, English",Cloud Architect project: Outcome - Visualize compelling e-markets; Data Scientist project: Outcome - Streamline one-to-one roi,No,2.6,1.9,2.7,3.0,3.7,Logical,Collaborative,Flexible,Resource Investigator,Medium,Technology,On-site,Small (1-5),Innovation,High,Product Owner
Amanda Meyer,Business Analyst (3 yrs); Project Manager (5 yrs),"Time Management, SQL, Communication, Critical Thinking","CompTIA Security+, PMP","BSc Computer Science, Stanford University","Mandarin, Japanese",Network Administrator project: Outcome - Innovate vertical experiences; Network Administrator project: Outcome - Aggregate intuitive schemas,No,1.5,2.1,2.4,3.9,2.8,Creative,Avoidant,Balanced,Completer-Finisher,High,Technology,Hybrid,Small (1-5),Management,Moderate,Backend Developer
Mark Sullivan,Network Administrator (4 yrs); Data Scientist (3 yrs),"Docker, Critical Thinking, SQL, Problem Solving","Certified Information Systems Security Professional (CISSP), Cisco CCNA","BSc Information Systems, Stanford University","German, Mandarin",Business Analyst project: Outcome - Mesh 24/7 infrastructures; Project Manager project: Outcome - E-enable next-generation web-readiness,Yes,2.8,1.8,2.6,3.6,4.6,Intuitive,Avoidant,Balanced,Implementer,High,Retail,On-site,Small (1-5),Technical Expert,High,QA Engineer
Renee King,DevOps Engineer (4 yrs); Data Scientist (3 yrs),"Critical Thinking, SQL, Communication, Python","AWS Certified Solutions Architect, Cisco CCNA","BEng Software Engineering, MIT","Japanese, Spanish",Project Manager project: Outcome - Whiteboard plug-and-play eyeballs; Cloud Architect project: Outcome - Orchestrate bleeding-edge channels,Yes,4.8,1.0,4.1,3.3,2.4,Creative,Collaborative,Balanced,Implementer,High,Manufacturing,Remote,Small (1-5),Innovation,High,DevOps Specialist
Madison Cameron,Cloud Architect (1 yrs); Cloud Architect (3 yrs),"Java, Critical Thinking, Docker, Time Management","CompTIA Security+, Certified Information Systems Security Professional (CISSP)","BSc Information Systems, MIT","French, English",Data Scientist project: Outcome - Aggregate rich methodologies; Security Analyst project: Outcome - Orchestrate bricks-and-clicks networks,Yes,2.3,3.8,3.8,4.6,4.6,Creative,Competitive,Flexible,Implementer,High,Finance,On-site,Medium (6-15),Technical Expert,High,IT Support Specialist
Tamara Harper,Security Analyst (3 yrs); DevOps Engineer (4 yrs),"Problem Solving, Communication, SQL, Python","AWS Certified Solutions Architect, PMP","BEng Software Engineering, Carnegie Mellon University","Spanish, English",Security Analyst project: Outcome - Disintermediate open-source e-business; Business Analyst project: Outcome - Embrace scalable schemas,Yes,2.8,1.2,3.5,1.4,4.0,Intuitive,Collaborative,Flexible,Resource Investigator,Medium,Retail,On-site,Medium (6-15),Innovation,Moderate,Product Owner
Randy Reynolds,Business Analyst (4 yrs); Security Analyst (4 yrs),"Critical Thinking, Team Leadership, Java, SQL","AWS Certified Solutions Architect, CompTIA Security+","MBA, University of California","Japanese, English",DevOps Engineer project: Outcome - Unleash open-source paradigms; Cloud Architect project: Outcome - E-enable mission-critical e-services,No,2.7,2.1,1.3,2.7,3.9,Creative,Avoidant,Balanced,Completer-Finisher,High,Retail,On-site,Small (1-5),Technical Expert,High,DevOps Specialist
Angela Lewis,Data Scientist (1 yrs); Cloud Architect (2 yrs),"Time Management, Docker, SQL, Problem Solving","CompTIA Security+, Cisco CCNA","BSc Computer Science, University of California","Japanese, German",Project Manager project: Outcome - Repurpose global eyeballs; Data Scientist project: Outcome - Synergize scalable metrics,Yes,2.2,4.3,1.2,5.0,4.0,Analytical,Avoidant,Balanced,Shaper,Low,Technology,Hybrid,Large (16+),Management,Moderate,Systems Architect
David Walsh,Software Engineer (1 yrs); Software Engineer (4 yrs),"Critical Thinking, Docker, Communication, SQL","AWS Certified Solutions Architect, Cisco CCNA","MSc Data Science, University of Florida","German, Mandarin",Cloud Architect project: Outcome - Exploit best-of-breed info-mediaries; Network Administrator project: Outcome - Transition sticky markets,Yes,3.6,3.1,3.6,1.4,2.8,Analytical,Collaborative,Balanced,Shaper,Medium,Technology,On-site,Small (1-5),Technical Expert,High,Security Engineer
Cynthia Villanueva,Network Administrator (4 yrs); Network Administrator (5 yrs),"Java, Communication, Critical Thinking, Docker","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BSc Computer Science, Carnegie Mellon University","German, Japanese",DevOps Engineer project: Outcome - Harness intuitive initiatives; Network Administrator project: Outcome - Benchmark global systems,No,2.3,4.2,2.9,3.8,3.4,Intuitive,Avoidant,Flexible,Completer-Finisher,Medium,Education,On-site,Large (16+),Technical Expert,Low,Systems Architect
Andrew Lopez,DevOps Engineer (5 yrs); Software Engineer (3 yrs),"Critical Thinking, Python, Problem Solving, SQL","Certified ScrumMaster (CSM), PMP","BSc Information Systems, Stanford University","Spanish, Japanese",Data Scientist project: Outcome - Exploit customized roi; Security Analyst project: Outcome - Aggregate real-time architectures,Yes,3.6,2.1,4.9,5.0,3.0,Intuitive,Avoidant,Flexible,Completer-Finisher,Medium,Retail,Hybrid,Small (1-5),Innovation,Moderate,Systems Architect
Jared Myers,Network Administrator (2 yrs); Data Scientist (1 yrs),"SQL, Problem Solving, Java, Critical Thinking","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BA Business Administration, University of California","French, Mandarin",Network Administrator project: Outcome - Deploy efficient deliverables; DevOps Engineer project: Outcome - Facilitate seamless action-items,Yes,3.9,2.9,4.8,1.2,1.1,Creative,Competitive,Structured,Shaper,Medium,Education,On-site,Large (16+),Innovation,Moderate,Security Engineer
Rachel Hunt,Data Scientist (4 yrs); Business Analyst (5 yrs),"Communication, Team Leadership, Critical Thinking, Java","Certified Information Systems Security Professional (CISSP), Cisco CCNA","MBA, Carnegie Mellon University","Spanish, French",Network Administrator project: Outcome - Matrix dynamic eyeballs; Software Engineer project: Outcome - Syndicate intuitive solutions,No,3.9,4.7,3.9,1.2,3.6,Intuitive,Avoidant,Structured,Implementer,Low,Retail,On-site,Medium (6-15),Management,Low,Security Engineer
